Product_norm,Product,Code,COG_category,COG_super_category
"dtdp-4-amino-4,6-dideoxy-d-galactose acyltransferase","dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase",ZIM,K,Information storage and processing
deacetylase sir2,deacetylase SIR2,ZKG,K,Information storage and processing
degradosome rna helicase csha,degradosome RNA helicase CshA,ZKZ,K,Information storage and processing
diaminobutyrate acetyltransferase,diaminobutyrate acetyltransferase,ZNP,K,Information storage and processing
diguanylate cyclase,diguanylate cyclase,ZOL,K,Information storage and processing
diguanylate cyclase domain-containing protein,diguanylate cyclase domain-containing protein,ZOY,K,Information storage and processing
dihydroxyacetone kinase operon transcriptional regulator dhar,dihydroxyacetone kinase operon transcriptional regulator DhaR,ZQV,K,Information storage and processing
dihydroxyacetone kinase transcriptional activator dhas,dihydroxyacetone kinase transcriptional activator DhaS,ZRC,K,Information storage and processing
diol dehydratase reactivase subunit alpha,diol dehydratase reactivase subunit alpha,ZSB,K,Information storage and processing
division/cell wall cluster transcriptional repressor mraz,division/cell wall cluster transcriptional repressor MraZ,ZUQ,K,Information storage and processing
double zinc ribbon domain-containing protein,double zinc ribbon domain-containing protein,ZVF,K,Information storage and processing
double-stranded rna binding motif domain-containing protein,double-stranded RNA binding motif domain-containing protein,ZVK,K,Information storage and processing
effector binding domain-containing protein,effector binding domain-containing protein,ZWQ,K,Information storage and processing
efflux system response regulator transcription factor ader,efflux system response regulator transcription factor AdeR,ZXE,K,Information storage and processing
efflux transporter mtrcde transcriptional activator mtra,efflux transporter MtrCDE transcriptional activator MtrA,ZXF,K,Information storage and processing
electron transport transcriptional regulator etra,electron transport transcriptional regulator EtrA,ZYF,K,Information storage and processing
elongator complex protein 3,elongator complex protein 3,ZZA,K,Information storage and processing
endonuclease,endonuclease,ZZX,K,Information storage and processing
endonuclease iii,endonuclease III,AAAA,L,Information storage and processing
endonuclease iii domain-containing protein,endonuclease III domain-containing protein,AAAB,L,Information storage and processing
endonuclease muts2,endonuclease MutS2,AAAD,L,Information storage and processing
endonuclease nucs,endonuclease NucS,AAAE,L,Information storage and processing
endonuclease nucs domain-containing protein,endonuclease NucS domain-containing protein,AAAF,L,Information storage and processing
endonuclease q family protein,endonuclease Q family protein,AAAG,L,Information storage and processing
endonuclease v,endonuclease V,AAAI,L,Information storage and processing
endonuclease viii,endonuclease VIII,AAAK,L,Information storage and processing
endonuclease domain-containing protein,endonuclease domain-containing protein,AAAO,L,Information storage and processing
endonuclease/exonuclease/phosphatase family protein,endonuclease/exonuclease/phosphatase family protein,AAAP,L,Information storage and processing
ergothioneine biosynthesis protein egtb,ergothioneine biosynthesis protein EgtB,AAFD,L,Information storage and processing
error-prone dna polymerase,error-prone DNA polymerase,AAFG,L,Information storage and processing
excalibur calcium-binding domain-containing protein,excalibur calcium-binding domain-containing protein,AAGY,L,Information storage and processing
excinuclease abc subunit a,excinuclease ABC subunit A,AAHB,L,Information storage and processing
excinuclease abc subunit b,excinuclease ABC subunit B,AAHC,L,Information storage and processing
excinuclease abc subunit c,excinuclease ABC subunit C,AAHD,L,Information storage and processing
excinuclease abc subunit uvra,excinuclease ABC subunit UvrA,AAHE,L,Information storage and processing
excinuclease abc subunit uvrb,excinuclease ABC subunit UvrB,AAHF,L,Information storage and processing
excinuclease abc subunit uvrc,excinuclease ABC subunit UvrC,AAHG,L,Information storage and processing
excinuclease cho,excinuclease Cho,AAHI,L,Information storage and processing
excisionase,excisionase,AAHK,L,Information storage and processing
exodeoxyribonuclease i,exodeoxyribonuclease I,AAIA,L,Information storage and processing
exodeoxyribonuclease iii,exodeoxyribonuclease III,AAIB,L,Information storage and processing
exodeoxyribonuclease v subunit alpha,exodeoxyribonuclease V subunit alpha,AAIC,L,Information storage and processing
exodeoxyribonuclease v subunit beta,exodeoxyribonuclease V subunit beta,AAID,L,Information storage and processing
exodeoxyribonuclease v subunit gamma,exodeoxyribonuclease V subunit gamma,AAIE,L,Information storage and processing
exodeoxyribonuclease vii large subunit,exodeoxyribonuclease VII large subunit,AAIF,L,Information storage and processing
exodeoxyribonuclease vii small subunit,exodeoxyribonuclease VII small subunit,AAIG,L,Information storage and processing
exodeoxyribonuclease x,exodeoxyribonuclease X,AAII,L,Information storage and processing
exonuclease,exonuclease,AAIJ,L,Information storage and processing
exonuclease recj,exonuclease RecJ,AAIK,L,Information storage and processing
exonuclease sbccd subunit d,exonuclease SbcCD subunit D,AAIM,L,Information storage and processing
exonuclease sbccd subunit d c-terminal domain-containing protein,exonuclease SbcCD subunit D C-terminal domain-containing protein,AAIN,L,Information storage and processing
exonuclease domain-containing protein,exonuclease domain-containing protein,AAIQ,L,Information storage and processing
exonuclease subunit sbcc,exonuclease subunit SbcC,AAIS,L,Information storage and processing
exonuclease subunit sbcd,exonuclease subunit SbcD,AAIT,L,Information storage and processing
fibronectin type iii domain-containing protein,fibronectin type III domain-containing protein,AAUO,L,Information storage and processing
flagellar assembly protein a,flagellar assembly protein A,AAYE,L,Information storage and processing
flap endonuclease xni,flap endonuclease Xni,ABCX,L,Information storage and processing
flap endonuclease-1,flap endonuclease-1,ABCY,L,Information storage and processing
flap structure-specific endonuclease,flap structure-specific endonuclease,ABCZ,L,Information storage and processing
formylglycine-generating enzyme family protein,formylglycine-generating enzyme family protein,ABHD,L,Information storage and processing
four helix bundle suffix domain-containing protein,four helix bundle suffix domain-containing protein,ABIG,L,Information storage and processing
gamma-glutamylcyclotransferase,gamma-glutamylcyclotransferase,ABNI,L,Information storage and processing
gamma-mobile-trio integrase gmtz,gamma-mobile-trio integrase GmtZ,ABNO,L,Information storage and processing
gamma-mobile-trio recombinase gmty,gamma-mobile-trio recombinase GmtY,ABNQ,L,Information storage and processing
gp53-like domain-containing protein,gp53-like domain-containing protein,ACKW,L,Information storage and processing
group ii intron maturase-specific domain-containing protein,group II intron maturase-specific domain-containing protein,ACLK,L,Information storage and processing
group ii intron reverse transcriptase,group II intron reverse transcriptase,ACLL,L,Information storage and processing
group ii intron reverse transcriptase/maturase,group II intron reverse transcriptase/maturase,ACLM,L,Information storage and processing
halo-cc-star protein hcsl,halo-CC-star protein HcsL,ACMS,L,Information storage and processing
6-hydroxynicotinate reductase,6-hydroxynicotinate reductase,ACN,L,Information storage and processing
head-tail connector protein,head-tail connector protein,ACNU,L,Information storage and processing
helicase,helicase,ACPM,L,Information storage and processing
helicase c-terminal domain-containing protein,helicase C-terminal domain-containing protein,ACPN,L,Information storage and processing
helicase hera domain-containing protein,helicase HerA domain-containing protein,ACPP,L,Information storage and processing
helicase repa family protein,helicase RepA family protein,ACPS,L,Information storage and processing
helicase uvrd,helicase UvrD,ACPV,L,Information storage and processing
helicase associated domain-containing protein,helicase associated domain-containing protein,ACPX,L,Information storage and processing
helicase-exonuclease addab subunit adda,helicase-exonuclease AddAB subunit AddA,ACQC,L,Information storage and processing
helicase-exonuclease addab subunit addb,helicase-exonuclease AddAB subunit AddB,ACQD,L,Information storage and processing
helicase-related protein,helicase-related protein,ACQE,L,Information storage and processing
helix-hairpin-helix domain-containing protein,helix-hairpin-helix domain-containing protein,ACQI,L,Information storage and processing
helix-turn-helix domain containing protein,helix-turn-helix domain containing protein,ACQK,L,Information storage and processing
helix-turn-helix domain-containing protein,helix-turn-helix domain-containing protein,ACQM,L,Information storage and processing
helix-turn-helix transcriptional regulator,helix-turn-helix transcriptional regulator,ACQN,L,Information storage and processing
heme-binding protein,heme-binding protein,ACSS,L,Information storage and processing
heteromeric transposase endonuclease subunit tnsa,heteromeric transposase endonuclease subunit TnsA,ACVD,L,Information storage and processing
hint domain-containing protein,hint domain-containing protein,ACWH,L,Information storage and processing
histidine kinase dimerization/phosphoacceptor domain -containing protein,histidine kinase dimerization/phosphoacceptor domain -containing protein,ACWY,L,Information storage and processing
histidine phosphatase family protein,histidine phosphatase family protein,ACXC,L,Information storage and processing
histidinol-phosphatase,histidinol-phosphatase,ACXS,L,Information storage and processing
histone,histone,ACXX,L,Information storage and processing
histone-like nucleoid-structuring protein lsr2,histone-like nucleoid-structuring protein Lsr2,ACYI,L,Information storage and processing
homing endonuclease associated repeat-containing protein,homing endonuclease associated repeat-containing protein,ACZA,L,Information storage and processing
hypothetical protein,hypothetical protein,ADFU,L,Information storage and processing
initiation-control protein yaba,initiation-control protein YabA,ADKL,L,Information storage and processing
insertion element protein,insertion element protein,ADLY,L,Information storage and processing
integrase,integrase,ADMH,L,Information storage and processing
integrase sam domain protein,integrase SAM domain protein,ADMJ,L,Information storage and processing
integrase arm-type dna-binding domain-containing protein,integrase arm-type DNA-binding domain-containing protein,ADMK,L,Information storage and processing
integrase catalytic domain-containing protein,integrase catalytic domain-containing protein,ADML,L,Information storage and processing
integrase core domain-containing protein,integrase core domain-containing protein,ADMP,L,Information storage and processing
integrase domain-containing protein,integrase domain-containing protein,ADMR,L,Information storage and processing
integrase family protein,integrase family protein,ADMS,L,Information storage and processing
integrase-like protein,integrase-like protein,ADMV,L,Information storage and processing
integrase/recombinase,integrase/recombinase,ADMX,L,Information storage and processing
integration host factor subunit alpha,integration host factor subunit alpha,ADNB,L,Information storage and processing
"integration host factor, actinobacterial type","integration host factor, actinobacterial type",ADND,L,Information storage and processing
integron integrase,integron integrase,ADNI,L,Information storage and processing
intein-containing recombinase reca,intein-containing recombinase RecA,ADNJ,L,Information storage and processing
kinase,kinase,ADUQ,L,Information storage and processing
lactate dehydrogenase,lactate dehydrogenase,ADVO,L,Information storage and processing
lambda exonuclease family protein,lambda exonuclease family protein,ADWR,L,Information storage and processing
lambda-exonuclease family protein,lambda-exonuclease family protein,ADWT,L,Information storage and processing
lamin tail domain-containing protein,lamin tail domain-containing protein,ADWU,L,Information storage and processing
lanthionine synthetase lanc family protein,lanthionine synthetase LanC family protein,ADWZ,L,Information storage and processing
large terminase,large terminase,ADXR,L,Information storage and processing
leucine zipper domain-containing protein,leucine zipper domain-containing protein,ADZB,L,Information storage and processing
leucine-rich repeat domain-containing protein,leucine-rich repeat domain-containing protein,ADZE,L,Information storage and processing
leucine-rich repeat-containing protein kinase family protein,leucine-rich repeat-containing protein kinase family protein,ADZG,L,Information storage and processing
ligase,ligase,AEAB,L,Information storage and processing
ligase-associated dna damage response dexh box helicase,ligase-associated DNA damage response DEXH box helicase,AEAC,L,Information storage and processing
ligase-associated dna damage response exonuclease,ligase-associated DNA damage response exonuclease,AEAE,L,Information storage and processing
lipase family alpha/beta hydrolase,lipase family alpha/beta hydrolase,AEBE,L,Information storage and processing
lipopolysaccharide biosynthesis protein,lipopolysaccharide biosynthesis protein,AEDT,L,Information storage and processing
lipopolysaccharide core heptose(ii) kinase rfay,lipopolysaccharide core heptose(II) kinase RfaY,AEDX,L,Information storage and processing
7tm diverse intracellular signaling domain-containing protein,7TM diverse intracellular signaling domain-containing protein,AEE,L,Information storage and processing
lipopolysaccharide kinase inaa family protein,lipopolysaccharide kinase InaA family protein,AEEJ,L,Information storage and processing
lipoprotein,lipoprotein,AEEM,L,Information storage and processing
low affinity iron permease family protein,low affinity iron permease family protein,AEHB,L,Information storage and processing
low temperature requirement protein a,low temperature requirement protein A,AEHN,L,Information storage and processing
lytic polysaccharide monooxygenase,lytic polysaccharide monooxygenase,AEKA,L,Information storage and processing
lytic polysaccharide monooxygenase auxiliary activity family 9 protein,lytic polysaccharide monooxygenase auxiliary activity family 9 protein,AEKB,L,Information storage and processing
macro domain-containing protein,macro domain-containing protein,AEKT,L,Information storage and processing
8-oxo-dgtp diphosphatase,8-oxo-dGTP diphosphatase,AEN,L,Information storage and processing
8-oxo-dgtp diphosphatase mutt,8-oxo-dGTP diphosphatase MutT,AEO,L,Information storage and processing
maltose 6'-phosphate phosphatase,maltose 6'-phosphate phosphatase,AEPK,L,Information storage and processing
master dna invertase mpi family serine-type recombinase,master DNA invertase Mpi family serine-type recombinase,AERV,L,Information storage and processing
a/g-specific adenine glycosylase,A/G-specific adenine glycosylase,AES,L,Information storage and processing
metal-dependent hydrolase,metal-dependent hydrolase,AEVZ,L,Information storage and processing
metal-sensing transcriptional repressor,metal-sensing transcriptional repressor,AEWE,L,Information storage and processing
metallopeptidase tldd-related protein,metallopeptidase TldD-related protein,AEWV,L,Information storage and processing
metallophosphatase family protein,metallophosphatase family protein,AEXA,L,Information storage and processing
metallophosphoesterase,metallophosphoesterase,AEXB,L,Information storage and processing
metallophosphoesterase family protein,metallophosphoesterase family protein,AEXC,L,Information storage and processing
metalloprotease tldd,metalloprotease TldD,AEXG,L,Information storage and processing
aaa domain-containing protein,AAA domain-containing protein,AFA,L,Information storage and processing
aaa family atpase,AAA family ATPase,AFB,L,Information storage and processing
methylated-dna--[protein]-cysteine s-methyltransferase,methylated-DNA--[protein]-cysteine S-methyltransferase,AFBL,L,Information storage and processing
methylation-associated defense system helix-turn-helix domain-containing protein mad1,methylation-associated defense system helix-turn-helix domain-containing protein MAD1,AFBR,L,Information storage and processing
methylation-associated defense system protein kinase mad6,methylation-associated defense system protein kinase MAD6,AFBU,L,Information storage and processing
aaa-like domain-containing protein,AAA-like domain-containing protein,AFD,L,Information storage and processing
methyltransferase,methyltransferase,AFDB,L,Information storage and processing
methyltransferase domain-containing protein,methyltransferase domain-containing protein,AFDF,L,Information storage and processing
minichromosome maintenance protein mcm,minichromosome maintenance protein MCM,AFEJ,L,Information storage and processing
miniconductance mechanosensitive channel mscm,miniconductance mechanosensitive channel MscM,AFEL,L,Information storage and processing
minor capsid protein,minor capsid protein,AFEM,L,Information storage and processing
mismatch-specific dna-glycosylase,mismatch-specific DNA-glycosylase,AFET,L,Information storage and processing
mobilization protein,mobilization protein,AFFD,L,Information storage and processing
morphogenetic protein,morphogenetic protein,AFJH,L,Information storage and processing
murein biosynthesis integral membrane protein murj,murein biosynthesis integral membrane protein MurJ,AFRK,L,Information storage and processing
neuraminidase-like domain-containing protein,neuraminidase-like domain-containing protein,AFUF,L,Information storage and processing
nitroreductase/quinone reductase family protein,nitroreductase/quinone reductase family protein,AGBC,L,Information storage and processing
nodulation protein noea,nodulation protein NoeA,AGBY,L,Information storage and processing
non-homologous end-joining dna ligase,non-homologous end-joining DNA ligase,AGDA,L,Information storage and processing
nuclear transport factor 2 family protein,nuclear transport factor 2 family protein,AGDZ,L,Information storage and processing
nuclease sbccd subunit c,nuclease SbcCD subunit C,AGED,L,Information storage and processing
nuclease-related domain-containing dead/deah box helicase,nuclease-related domain-containing DEAD/DEAH box helicase,AGEG,L,Information storage and processing
nuclease-related domain-containing protein,nuclease-related domain-containing protein,AGEH,L,Information storage and processing
nucleoid-associated protein hu-alpha,nucleoid-associated protein HU-alpha,AGEP,L,Information storage and processing
nucleoid-associated protein hu-beta,nucleoid-associated protein HU-beta,AGEQ,L,Information storage and processing
nucleoside triphosphatase nudi,nucleoside triphosphatase NudI,AGFN,L,Information storage and processing
nucleotide excision repair endonuclease,nucleotide excision repair endonuclease,AGGE,L,Information storage and processing
nucleotidyl transferase abieii/abigii toxin family protein,nucleotidyl transferase AbiEii/AbiGii toxin family protein,AGGQ,L,Information storage and processing
nucleotidyltransferase domain-containing protein,nucleotidyltransferase domain-containing protein,AGGT,L,Information storage and processing
nucleotidyltransferase family protein,nucleotidyltransferase family protein,AGGU,L,Information storage and processing
oligoribonuclease,oligoribonuclease,AGIL,L,Information storage and processing
orc1/cdc6 family replication initiation protein,orc1/cdc6 family replication initiation protein,AGJS,L,Information storage and processing
pentapeptide repeat-containing protein,pentapeptide repeat-containing protein,AGTL,L,Information storage and processing
abc transporter substrate-binding protein,ABC transporter substrate-binding protein,AGU,L,Information storage and processing
peptidoglycan dd-metalloendopeptidase family protein,peptidoglycan DD-metalloendopeptidase family protein,AGXL,L,Information storage and processing
peptidoglycan editing factor pgef,peptidoglycan editing factor PgeF,AGXW,L,Information storage and processing
peptidoglycan-binding protein,peptidoglycan-binding protein,AGYR,L,Information storage and processing
phage n-6-adenine-methyltransferase,phage N-6-adenine-methyltransferase,AHCJ,L,Information storage and processing
phage antirepressor n-terminal domain-containing protein,phage antirepressor N-terminal domain-containing protein,AHCT,L,Information storage and processing
phage baseplate assembly protein v,phage baseplate assembly protein V,AHCW,L,Information storage and processing
abc-f family atp-binding cassette domain-containing protein,ABC-F family ATP-binding cassette domain-containing protein,AHD,L,Information storage and processing
phage capsid protein,phage capsid protein,AHDC,L,Information storage and processing
phage integrase,phage integrase,AHEF,L,Information storage and processing
phage integrase arm dna-binding domain-containing protein,phage integrase Arm DNA-binding domain-containing protein,AHEG,L,Information storage and processing
phage integrase n-terminal sam-like domain-containing protein,phage integrase N-terminal SAM-like domain-containing protein,AHEH,L,Information storage and processing
phage integrase n-terminal domain-containing protein,phage integrase N-terminal domain-containing protein,AHEI,L,Information storage and processing
phage integrase sam-like domain-containing protein,phage integrase SAM-like domain-containing protein,AHEJ,L,Information storage and processing
phage integrase central domain-containing protein,phage integrase central domain-containing protein,AHEK,L,Information storage and processing
phage integrase family protein,phage integrase family protein,AHEL,L,Information storage and processing
phage minor head protein,phage minor head protein,AHEV,L,Information storage and processing
phage portal protein,phage portal protein,AHFE,L,Information storage and processing
phage portal protein family protein,phage portal protein family protein,AHFF,L,Information storage and processing
phage recombination protein bet,phage recombination protein Bet,AHFU,L,Information storage and processing
phage replisome organizer n-terminal domain-containing protein,phage replisome organizer N-terminal domain-containing protein,AHGC,L,Information storage and processing
phage resistance protein,phage resistance protein,AHGH,L,Information storage and processing
phage tail protein,phage tail protein,AHHC,L,Information storage and processing
phage tail spike protein,phage tail spike protein,AHHJ,L,Information storage and processing
phage tail tape measure c-terminal domain-containing protein,phage tail tape measure C-terminal domain-containing protein,AHHK,L,Information storage and processing
phage tail tape measure protein,phage tail tape measure protein,AHHL,L,Information storage and processing
phage terminase large subunit,phage terminase large subunit,AHHY,L,Information storage and processing
phage terminase large subunit family protein,phage terminase large subunit family protein,AHHZ,L,Information storage and processing
phage terminase small subunit,phage terminase small subunit,AHIA,L,Information storage and processing
phage terminase small subunit p27 family,phage terminase small subunit P27 family,AHIB,L,Information storage and processing
phage terminase small subunit-related protein,phage terminase small subunit-related protein,AHIC,L,Information storage and processing
phage-related integrase,phage-related integrase,AHIT,L,Information storage and processing
"phage/plasmid primase, p4 family","phage/plasmid primase, P4 family",AHIV,L,Information storage and processing
phosphoesterase,phosphoesterase,AHQF,L,Information storage and processing
phospholipase d family protein,phospholipase D family protein,AHTA,L,Information storage and processing
phospholipase d-like domain-containing anti-phage protein,phospholipase D-like domain-containing anti-phage protein,AHTB,L,Information storage and processing
phospholipase d-like domain-containing protein,phospholipase D-like domain-containing protein,AHTC,L,Information storage and processing
abc-three component system middle component 2,ABC-three component system middle component 2,AHV,L,Information storage and processing
phosphotransferase,phosphotransferase,AHXI,L,Information storage and processing
photosystem ii complex extrinsic protein psbu,photosystem II complex extrinsic protein PsbU,AHYB,L,Information storage and processing
pirin family protein,pirin family protein,AIAW,L,Information storage and processing
pitrilysin family protein,pitrilysin family protein,AIBA,L,Information storage and processing
plasmid pria4b orf-3 family protein,plasmid pRiA4b ORF-3 family protein,AIBZ,L,Information storage and processing
plasmid replication initiator trfa,plasmid replication initiator TrfA,AICT,L,Information storage and processing
"plasmid replication protein, cyrepa1 family","plasmid replication protein, CyRepA1 family",AIDF,L,Information storage and processing
polyadenylate-specific 3'-exoribonuclease as,polyadenylate-specific 3'-exoribonuclease AS,AIGH,L,Information storage and processing
adp compounds hydrolase nude,ADP compounds hydrolase NudE,AIO,L,Information storage and processing
primase c-terminal domain-containing protein,primase C-terminal domain-containing protein,AIPI,L,Information storage and processing
primase-helicase zinc-binding domain-containing protein,primase-helicase zinc-binding domain-containing protein,AIPM,L,Information storage and processing
primase-like dna-binding domain-containing protein,primase-like DNA-binding domain-containing protein,AIPN,L,Information storage and processing
primosomal protein dnai,primosomal protein DnaI,AIPP,L,Information storage and processing
primosomal protein dnat,primosomal protein DnaT,AIPQ,L,Information storage and processing
primosomal protein n',primosomal protein N',AIPR,L,Information storage and processing
primosomal replication protein,primosomal replication protein,AIPT,L,Information storage and processing
primosomal replication protein n,primosomal replication protein N,AIPU,L,Information storage and processing
primosomal replication protein n'',primosomal replication protein N'',AIPV,L,Information storage and processing
proline iminopeptidase,proline iminopeptidase,AIQN,L,Information storage and processing
prophage integrase ints,prophage integrase IntS,AITB,L,Information storage and processing
protease inhibitor i42 family protein,protease inhibitor I42 family protein,AITY,L,Information storage and processing
protein dpde,protein DpdE,AIVF,L,Information storage and processing
protein dpdf,protein DpdF,AIVG,L,Information storage and processing
protein dpdj,protein DpdJ,AIVJ,L,Information storage and processing
adp-ribose diphosphatase,ADP-ribose diphosphatase,AIW,L,Information storage and processing
protein no vein domain-containing protein,protein NO VEIN domain-containing protein,AIWK,L,Information storage and processing
protein pacb,protein PacB,AIWV,L,Information storage and processing
protein yagj,protein YagJ,AIYM,L,Information storage and processing
protein kinase,protein kinase,AJER,L,Information storage and processing
protein kinase domain-containing protein,protein kinase domain-containing protein,AJEU,L,Information storage and processing
protein kinase family protein,protein kinase family protein,AJEV,L,Information storage and processing
protein rep,protein rep,AJFU,L,Information storage and processing
protein-arginine deiminase domain-containing protein,protein-arginine deiminase domain-containing protein,AJHI,L,Information storage and processing
protein-arginine deiminase family protein,protein-arginine deiminase family protein,AJHJ,L,Information storage and processing
protelomerase family protein,protelomerase family protein,AJIN,L,Information storage and processing
putative dna ligase,putative DNA ligase,AJLV,L,Information storage and processing
adp-ribosyltransferase domain-containing protein,ADP-ribosyltransferase domain-containing protein,AJM,L,Information storage and processing
putative ig domain-containing protein,putative Ig domain-containing protein,AJMH,L,Information storage and processing
putative integrase,putative integrase,AJPO,L,Information storage and processing
putative molybdenum carrier protein,putative molybdenum carrier protein,AJQK,L,Information storage and processing
putative quorum-sensing-regulated virulence factor,putative quorum-sensing-regulated virulence factor,AJRZ,L,Information storage and processing
putative type vi secretion system effector,putative type VI secretion system effector,AJTS,L,Information storage and processing
pyocin knob domain-containing protein,pyocin knob domain-containing protein,AJUR,L,Information storage and processing
pyridoxamine 5'-phosphate oxidase family protein,pyridoxamine 5'-phosphate oxidase family protein,AJVT,L,Information storage and processing
pyrimidine (deoxy)nucleoside triphosphate diphosphatase,pyrimidine (deoxy)nucleoside triphosphate diphosphatase,AJWC,L,Information storage and processing
pyrimidine dimer dna glycosylase/endonuclease v,pyrimidine dimer DNA glycosylase/endonuclease V,AJWE,L,Information storage and processing
ahh domain-containing protein,AHH domain-containing protein,AJX,L,Information storage and processing
"quercetin 2,3-dioxygenase","quercetin 2,3-dioxygenase",AJZN,L,Information storage and processing
radical sam protein,radical SAM protein,AKCU,L,Information storage and processing
reca protein,recA protein,AKDK,L,Information storage and processing
recombinase,recombinase,AKDM,L,Information storage and processing
recombinase a,recombinase A,AKDN,L,Information storage and processing
recombinase reca,recombinase RecA,AKDP,L,Information storage and processing
recombinase rect,recombinase RecT,AKDT,L,Information storage and processing
recombinase xerd,recombinase XerD,AKDX,L,Information storage and processing
recombinase family protein,recombinase family protein,AKDY,L,Information storage and processing
recombinase zinc beta ribbon domain-containing protein,recombinase zinc beta ribbon domain-containing protein,AKDZ,L,Information storage and processing
aipr family protein,AIPR family protein,AKE,L,Information storage and processing
recombination mediator recr,recombination mediator RecR,AKEE,L,Information storage and processing
recombination protein o n-terminal domain-containing protein,recombination protein O N-terminal domain-containing protein,AKEH,L,Information storage and processing
recombination protein reco,recombination protein RecO,AKEI,L,Information storage and processing
recombination protein recr,recombination protein RecR,AKEJ,L,Information storage and processing
recombination protein rect,recombination protein RecT,AKEK,L,Information storage and processing
recombination-associated protein rdgc,recombination-associated protein RdgC,AKEN,L,Information storage and processing
recombination-promoting nuclease rpnc,recombination-promoting nuclease RpnC,AKEQ,L,Information storage and processing
relaxase mobl,relaxase MobL,AKFY,L,Information storage and processing
relaxase domain-containing protein,relaxase domain-containing protein,AKGB,L,Information storage and processing
relaxase/mobilization nuclease domain-containing protein,relaxase/mobilization nuclease domain-containing protein,AKGE,L,Information storage and processing
replication endonuclease,replication endonuclease,AKGZ,L,Information storage and processing
replication factor a,replication factor A,AKHA,L,Information storage and processing
replication factor c large subunit,replication factor C large subunit,AKHB,L,Information storage and processing
replication factor c small subunit,replication factor C small subunit,AKHC,L,Information storage and processing
replication initiation and membrane attachment family protein,replication initiation and membrane attachment family protein,AKHD,L,Information storage and processing
replication initiation factor domain-containing protein,replication initiation factor domain-containing protein,AKHG,L,Information storage and processing
replication initiation negative regulator seqa,replication initiation negative regulator SeqA,AKHI,L,Information storage and processing
replication initiation protein,replication initiation protein,AKHJ,L,Information storage and processing
replication initiation protein repe,replication initiation protein RepE,AKHN,L,Information storage and processing
replication initiation protein repm,replication initiation protein RepM,AKHO,L,Information storage and processing
replication initiation-control protein yaba,replication initiation-control protein YabA,AKHR,L,Information storage and processing
replication initiator protein a,replication initiator protein A,AKHV,L,Information storage and processing
replication protein,replication protein,AKHZ,L,Information storage and processing
"replication protein c, incq-type","replication protein C, IncQ-type",AKID,L,Information storage and processing
replication protein p,replication protein P,AKIH,L,Information storage and processing
replication restart helicase pria,replication restart helicase PriA,AKIS,L,Information storage and processing
alf repeat-containing protein,ALF repeat-containing protein,AKJ,L,Information storage and processing
replication-associated recombination protein a,replication-associated recombination protein A,AKJC,L,Information storage and processing
replication-associated recombination protein rara,replication-associated recombination protein RarA,AKJD,L,Information storage and processing
replication/maintenance protein repl,replication/maintenance protein RepL,AKJI,L,Information storage and processing
replicative dna helicase,replicative DNA helicase,AKJJ,L,Information storage and processing
resolvase,resolvase,AKJT,L,Information storage and processing
restriction endonuclease,restriction endonuclease,AKLH,L,Information storage and processing
restriction endonuclease bamhi,restriction endonuclease BamHI,AKLI,L,Information storage and processing
restriction endonuclease bglii,restriction endonuclease BglII,AKLJ,L,Information storage and processing
restriction endonuclease pld domain-containing protein,restriction endonuclease PLD domain-containing protein,AKLN,L,Information storage and processing
restriction endonuclease subunit m,restriction endonuclease subunit M,AKLR,L,Information storage and processing
restriction endonuclease subunit s,restriction endonuclease subunit S,AKLT,L,Information storage and processing
retron ec67 family rna-directed dna polymerase/endonuclease,retron Ec67 family RNA-directed DNA polymerase/endonuclease,AKMD,L,Information storage and processing
retron st85 family rna-directed dna polymerase,retron St85 family RNA-directed DNA polymerase,AKMI,L,Information storage and processing
reverse transcriptase,reverse transcriptase,AKMP,L,Information storage and processing
reverse transcriptase n-terminal domain-containing protein,reverse transcriptase N-terminal domain-containing protein,AKMQ,L,Information storage and processing
reverse transcriptase domain-containing protein,reverse transcriptase domain-containing protein,AKMR,L,Information storage and processing
reverse transcriptase family protein,reverse transcriptase family protein,AKMS,L,Information storage and processing
reverse transcriptase-like protein,reverse transcriptase-like protein,AKMT,L,Information storage and processing
reverse transcriptase/maturase family protein,reverse transcriptase/maturase family protein,AKMV,L,Information storage and processing
ribonuclease d,ribonuclease D,AKPA,L,Information storage and processing
ribonuclease h,ribonuclease H,AKPG,L,Information storage and processing
ribonuclease h family protein,ribonuclease H family protein,AKPH,L,Information storage and processing
ribonuclease h-like domain-containing protein,ribonuclease H-like domain-containing protein,AKPJ,L,Information storage and processing
ribonuclease hi,ribonuclease HI,AKPK,L,Information storage and processing
ribonuclease hi family protein,ribonuclease HI family protein,AKPL,L,Information storage and processing
ribonuclease hii,ribonuclease HII,AKPM,L,Information storage and processing
ribonuclease hiii,ribonuclease HIII,AKPN,L,Information storage and processing
ribonuclease t,ribonuclease T,AKQE,L,Information storage and processing
ribosome modulation factor,ribosome modulation factor,AKSY,L,Information storage and processing
right-handed parallel beta-helix repeat-containing protein,right-handed parallel beta-helix repeat-containing protein,AKUC,L,Information storage and processing
sacsin n-terminal atp-binding-like domain-containing protein,sacsin N-terminal ATP-binding-like domain-containing protein,AKVP,L,Information storage and processing
