GCF_ID,organism_name,taxid,species_taxid,assembly_level,refseq_category,kingdom,phylum,class,order,family,genus,species
GCF_037023145.1,Ralstonia sp. RRA,3122075,3122075.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. RRA
GCF_014961985.1,Bacillus subtilis subsp. subtilis,135461,1423.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
GCF_001703575.1,Carnobacterium maltaromaticum,2751,2751.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum
GCF_029989245.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_022405075.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_033254545.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_034627565.1,Paracoccus denitrificans,266,266.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus denitrificans
GCF_021138155.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_904066025.1,Shigella flexneri 3a,424717,623.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
GCF_000466075.2,Campylobacter jejuni subsp. jejuni 00-2544,1383068,197.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_034356035.1,Blautia hydrogenotrophica DSM 10507,476272,53443.0,Complete Genome,reference genome,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica
GCF_025139485.1,Leisingera caerulea,506591,506591.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera caerulea
GCF_041438725.1,Streptomyces sp. NBC_01718,2975919,2975919.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NBC_01718
GCF_963227785.1,Fructilactobacillus sanfranciscensis,1625,1625.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis
GCF_016756495.1,Mesorhizobium sp. 113-3-3,2744516,2744516.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-3
GCF_028225915.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_030847845.1,Enterobacter hormaechei,158836,158836.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_008727835.1,Lacticaseibacillus rhamnosus,47715,47715.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus
GCF_900087785.2,Neisseria gonorrhoeae,485,485.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
GCF_023824115.1,Bacillus paranthracis,2026186,2026186.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paranthracis
GCF_047275915.1,Pasteurella multocida subsp. multocida,44283,747.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida
GCF_001945665.1,Borreliella mayonii,1674146,1674146.0,Complete Genome,reference genome,,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella mayonii
GCF_007107525.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_050217595.1,Campylobacter coli,195,195.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli
GCF_022759645.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_048628365.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_025171075.1,Neisseria gonorrhoeae,485,485.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
GCF_000154765.2,Phaeobacter inhibens DSM 17395,391619,221822.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter inhibens
GCF_048537555.1,Acinetobacter sp. A2,362457,362457.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. A2
GCF_048300935.1,Vibrio scophthalmi,45658,45658.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio scophthalmi
GCF_036497705.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_900698935.1,Candidatus Erwinia haradaeae,1922217,1922217.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Candidatus Erwinia haradaeae
GCF_036273895.1,Enterococcus faecalis,1351,1351.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_003595425.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_019969255.1,Salmonella enterica,28901,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_019931025.1,Clostridioides difficile,1496,1496.0,Complete Genome,na,,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCF_038253855.1,Vibrio parahaemolyticus,670,670.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
GCF_040790795.1,Borreliella burgdorferi 297,521009,139.0,Complete Genome,na,,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella burgdorferi
GCF_022922655.1,Helicobacter pylori,210,210.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
GCF_040736635.1,Staphylococcus capitis subsp. urealyticus,74703,29388.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis
GCF_036287765.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_030144705.1,Pseudomonas rhodesiae,76760,76760.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhodesiae
GCF_039911655.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_028548795.2,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_018336495.1,Proteus mirabilis,584,584.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis
GCF_045040565.1,Phaeobacter sp. BS23,2907239,2907239.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter sp. BS23
GCF_045937745.1,Staphylococcus epidermidis,1282,1282.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_045820725.1,Rhodococcoides fascians,1828,1828.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,Rhodococcoides fascians
GCF_045936875.1,Staphylococcus epidermidis,1282,1282.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_045013525.1,Enterobacter asburiae,61645,61645.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae
GCF_041320105.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_009728565.1,Escherichia coli O22:H8,2491679,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_016743855.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_016889985.1,Corynebacterium sp. FDAARGOS 1242,2778078,2778078.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. FDAARGOS 1242
GCF_020809205.1,Bacillus thuringiensis,1428,1428.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
GCF_021137735.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_004010755.1,Salmonella sp. SSDFZ69,2500543,2500543.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp. SSDFZ69
GCF_011742285.2,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_030039075.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_030061685.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_043044755.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_003112225.1,Escherichia coli O26 str. RM10386,1055534,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_010320145.1,Providencia rettgeri,587,587.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri
GCF_002968735.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_016939655.1,Citrobacter freundii,546,546.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
GCF_031954185.1,Arcobacter cryaerophilus gv. pseudocryaerophilus,2933791,28198.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter cryaerophilus
GCF_026210515.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_013341435.1,Staphylococcus saprophyticus,29385,29385.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
GCF_026625225.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_017165235.1,Escherichia coli O157:H7,83334,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000219215.1,Cupriavidus necator N-1,1042878,106590.0,Complete Genome,reference genome,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
GCF_029987875.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_040369615.1,Atlantibacter hermannii,565,565.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii
GCF_040448525.1,Arthrobacter sp. K5,2839623,2839623.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. K5
GCF_017165075.1,Escherichia coli O157:H7,83334,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_001989615.1,Halorientalis sp. IM1011,1932360,1932360.0,Complete Genome,na,,Methanobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. IM1011
GCF_047946865.1,Salmonella enterica subsp. enterica serovar Infantis,595,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_009363795.1,Palleronia sp. THAF1,2587842,2587842.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,Palleronia sp. THAF1
GCF_049532665.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_001902235.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_009363155.1,Azotobacter salinestris,69964,69964.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter salinestris
GCF_047456045.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_020882625.1,Roseibium aggregatum,187304,187304.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium aggregatum
GCF_002250965.2,Bacillus cytotoxicus,580165,580165.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus
GCF_035581925.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_034479935.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_023362075.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_009363315.1,Labrenzia sp. THAF191b,2587867,2587867.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF191b
GCF_001636035.1,Vibrio parahaemolyticus,670,670.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
GCF_001636275.1,Pandoraea pnomenusa,93220,93220.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa
GCF_038096225.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_023362235.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_022631235.3,Psychrobacter raelei,2565531,2565531.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter raelei
GCF_048585465.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_025398755.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_036010585.1,Streptomyces microflavus,1919,1919.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces microflavus
GCF_036010345.1,Streptomyces sp. NBC_01208,2903773,2903773.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NBC_01208
GCF_030263875.1,Klebsiella pneumoniae subsp. pneumoniae,72407,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_022936485.1,Salmonella enterica subsp. enterica serovar Kentucky,192955,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_048585625.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_041435435.1,Streptomyces sp. NBC_01241,2903794,2903794.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NBC_01241
GCF_016864175.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_020695485.1,Enterobacter hormaechei,158836,158836.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_028867175.1,Clostridium perfringens,1502,1502.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
GCF_025917315.1,Halomonas qaidamensis,2866211,2866211.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas qaidamensis
GCF_036506055.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000008105.1,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_033807375.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_033128325.1,Campylobacter jejuni,197,197.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_028335645.1,Enterococcus durans,53345,53345.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans
GCF_001879625.1,Clostridium botulinum,1491,1491.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum
GCF_002984395.1,Klebsiella oxytoca,571,571.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
GCF_028335405.1,Aerococcus urinaeequi,51665,51665.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
GCF_003100395.1,Aquabacterium olei,1296669,1296669.0,Complete Genome,reference genome,,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium olei
GCF_030020535.1,Enterococcus faecalis,1351,1351.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_035599035.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
